Mouse,Genotype,Colony_Prefix,Sex,Gene_Name,period,start,Age_In_Weeks,low_survival_spotted,start_weight,weigth_min,w_d7,auc_d7,Average_Histo_Score,E_score_Histo,M_score_Histo,surv_days,pre_d10_death
M02103168,WT,CBLT,Male,,C,2015-06-01,9.7,NA,28.6,-0.1433566433566434,-0.05594405594405599,-0.06293706293706333,10.100000000000001,2.0999999999999996,2.5,10,FALSE
M02105215,Nhlrc2:Het,MGRQ,Female,Nhlrc2,C,2015-06-15,10.3,NA,23.7,-0.06751054852320666,-0.054852320675105516,-0.09493670886075928,5.6,0.1,1,10,FALSE
M02105240,Nhlrc2:Het,MGRQ,Female,Nhlrc2,C,2015-06-15,9.6,NA,24,-0.0625,-0.05833333333333327,0.054166666666666696,7.05,0.55,2,10,FALSE
M02105365,Pold3(b):Het,MUHD,Male,Pold3,C,2015-06-15,9.9,NA,30.2,-0.19205298013245037,-0.10264900662251648,-0.09105960264900634,9.45,1.95,2.5,10,FALSE
M02105366,Pold3(b):Het,MUHD,Male,Pold3,C,2015-06-15,9.9,NA,31.6,-0.16455696202531653,-0.09177215189873424,-0.09651898734177244,8.75,1.75,2,10,FALSE
M02105375,Pold3(b):Het,MUHD,Female,Pold3,C,2015-06-15,10.3,NA,21.4,-0.13084112149532698,-0.06542056074766349,-0.037383177570093164,6.75,0.75,1.5,10,FALSE
M02105377,Pold3(b):Het,MUHD,Female,Pold3,C,2015-06-15,10.3,NA,23.5,-0.055319148936170244,-0.02978723404255316,0.02765957446808512,9.5,1.5,2.5,10,FALSE
M02106271,WT,CBLT,Female,,C,2015-06-01,8.4,NA,21.3,-0.02816901408450711,-0.02816901408450711,0.014084507042253218,9.45,1.95,2.5,10,FALSE
M02106272,WT,CBLT,Female,,C,2015-06-01,8.4,NA,18.1,0.01657458563535896,0.04972375690607726,0.35635359116022036,5.35,0.35,1,10,FALSE
M02109221,Vps13a(b):Hom,MUDS,Male,Vps13a,C,2015-06-22,10.7,NA,25.4,-0.03149606299212587,0,0.07480314960629958,7.5,1,2,10,FALSE
M02109227,Vps13a(b):Hom,MUDS,Female,Vps13a,C,2015-06-22,10.7,NA,22.4,-0.017857142857142794,0.008928571428571556,0.10267857142857195,8.1,1.1,2,10,FALSE
M02109619,WT,CBLT,Male,,C,2015-06-08,8.6,NA,24.6,0.024390243902438935,0.05284552845528443,0.22560975609756057,5.05,0.05,1,10,FALSE
M02111200,Dhps:Het,MGXS,Female,Dhps,C,2015-06-22,10.1,NA,22,-0.03181818181818179,-0.00909090909090906,-0.04090909090909092,5.05,0.55,0.5,10,FALSE
M02111201,Dhps:Het,MGXS,Female,Dhps,C,2015-06-22,10.1,NA,21.9,-0.054794520547945175,-0.031963470319634674,-0.0936073059360727,7.5,0.5,2,10,FALSE
M02111205,Dhps:Het,MGXS,Male,Dhps,C,2015-06-22,10.3,NA,33.7,-0.017804154302670665,0.023738872403560745,0.18991097922848577,3.55,0.05,0.5,10,FALSE
M02111206,Dhps:Het,MGXS,Male,Dhps,C,2015-06-22,10.3,NA,28.5,-0.05614035087719303,-0.014035087719298196,-0.05614035087719303,4.75,0.25,0.5,10,FALSE
M02111737,WT,CBSC,Male,,C,2015-06-08,8,NA,25.6,-0.05468750000000008,0,0.011718749999999473,8.8,1.2999999999999998,2.5,10,FALSE
M02111738,WT,CBSC,Male,,C,2015-06-08,8,NA,23.8,-0.06302521008403361,-0.025210084033613505,-0.07983193277310949,7.45,0.95,2,10,FALSE
M02111740,WT,CBSC,Male,,C,2015-06-15,9,NA,25.5,-0.10588235294117644,-0.05098039215686277,-0.103921568627451,9.15,1.65,2.5,10,FALSE
M02111741,WT,CBSC,Male,,C,2015-06-15,9,NA,26.6,-0.08270676691729334,-0.026315789473684317,-0.039473684210526744,7.85,1.35,2,10,FALSE
M02111742,WT,CBSC,Female,,C,2015-06-08,8,NA,20.3,-0.014778325123152743,0.019704433497536877,0.1527093596059112,8.5,1,2.5,10,FALSE
M02111743,WT,CBSC,Female,,C,2015-06-08,8,NA,20,0.015000000000000036,0.040000000000000036,0.305,7.65,1.15,2,10,FALSE
M02111745,WT,CBSC,Female,,C,2015-06-15,9,NA,20.6,-0.08252427184466032,-0.05339805825242725,0.05097087378640745,9.850000000000001,1.8499999999999999,2.5,10,FALSE
M02111747,WT,CBSC,Female,,C,2015-06-15,9,NA,20.7,-0.053140096618357384,-0.03381642512077292,0.06038647342995177,5.55,0.55,1,10,FALSE
M02112149,Chmp6(b):Het,MUHR,Male,Chmp6,C,2015-06-22,10,NA,27.9,-0.050179211469534,-0.03225806451612898,-0.06630824372759837,5.3,0.3,1,10,FALSE
M02112150,Chmp6(b):Het,MUHR,Male,Chmp6,C,2015-06-22,10,NA,28.6,-0.05244755244755245,-0.03496503496503496,-0.034965034965035335,8.4,0.9,2.5,10,FALSE
M02112151,Chmp6(b):Het,MUHR,Female,Chmp6,C,2015-06-22,10,NA,21.6,-0.10185185185185197,-0.06018518518518522,0.03935185185185149,7.65,0.65,2.5,10,FALSE
M02112154,Chmp6(b):Het,MUHR,Female,Chmp6,C,2015-06-22,10,NA,21.3,-0.17840375586854462,-0.09389671361502347,-0.17370892018779355,10.1,2.1,2.5,10,FALSE
M02112384,WT,CBLT,Male,,C,2015-06-15,8.9,NA,29.7,-0.0033670033670032953,0.03367003367003367,0.09764309764309784,3.55,0.05,0,10,FALSE
M02112385,WT,CBLT,Male,,C,2015-06-15,8.9,NA,30.8,-0.03896103896103894,0,0.04545454545454529,5.4,0.4,1,10,FALSE
M02112394,Nadk2(b):Het,PMBN,Male,Nadk2,C,2015-06-22,10.7,NA,30.9,-0.03236245954692557,-0.009708737864077579,-0.037216828478964015,4.75,0.25,0.5,10,FALSE
M02112396,Nadk2(b):Het,PMBN,Male,Nadk2,C,2015-06-22,10.7,NA,28,-0.03571428571428571,-0.003571428571428622,-0.012500000000000178,6.55,0.55,1,10,FALSE
M02112397,Nadk2(b):Het,PMBN,Female,Nadk2,C,2015-06-22,10.7,NA,22.8,-0.03947368421052641,-0.03070175438596488,-0.11622807017543876,7.15,0.65,1.5,10,FALSE
M02112406,Nadk2(b):Het,PMBN,Female,Nadk2,C,2015-06-22,10.7,NA,26.5,-0.13962264150943393,-0.10943396226415089,-0.4320754716981132,6,0.5,1,10,FALSE
M02112579,WT,CBLT,Female,,C,2015-06-08,8.6,NA,21.2,0.014150943396226448,0.03773584905660381,0.27358490566037763,6.35,0.35,2,10,FALSE
M02112580,WT,CBLT,Female,,C,2015-06-08,8.6,NA,20.8,0.014423076923076957,0.05288461538461528,0.26682692307692285,5.4,0.4,1,10,FALSE
M02113663,Apol9b:Hom,MGXQ,Female,Apol9b,C,2015-06-29,11,NA,23.1,-0.0606060606060607,-0.030303030303030425,-0.2012987012987017,4.1,0.1,0,10,FALSE
M02113665,Apol9b:Hom,MGXQ,Female,Apol9b,C,2015-06-29,11,NA,24.9,-0.06024096385542169,-0.05220883534136535,-0.16666666666666619,5,0,1,10,FALSE
M02113744,WT,CBLT,Female,,C,2015-06-15,9.1,NA,23.2,-0.18103448275862066,-0.056034482758620725,-0.036637931034482596,9.5,2,2.5,10,FALSE
M02113745,WT,CBLT,Female,,C,2015-06-15,9.1,NA,23.7,-0.20675105485232062,-0.08860759493670878,-0.2130801687763711,10.25,1.75,2.5,10,FALSE
M02113768,WT,CBLT,Male,,C,2015-06-08,8.6,NA,28.4,-0.02464788732394364,0.017605633802816902,0.17429577464788754,6.2,0.7,1,10,FALSE
M02114987,Vps13a(b):Hom,MUDS,Male,Vps13a,C,2015-06-22,9.9,NA,26.6,-0.03759398496240601,-0.018796992481203006,0.0958646616541351,7.6,0.6000000000000001,2.5,10,FALSE
M02114994,Vps13a(b):Hom,MUDS,Female,Vps13a,C,2015-06-22,9.9,NA,21.7,-0.07834101382488476,-0.013824884792626762,0.02995391705069126,7,0.5,2,10,FALSE
M02118739,Cep250:Hom,MFCU,Female,Cep250,C,2015-06-29,11,NA,25.9,-0.06949806949806939,-0.05791505791505792,-0.10231660231660214,4.699999999999999,0.2,0.5,10,FALSE
M02118741,Cep250:Hom,MFCU,Female,Cep250,C,2015-06-29,11,NA,28.7,-0.06620209059233445,-0.03484320557491289,-0.06620209059233433,5.1,0.1,1.5,10,FALSE
M02118752,Cep250:Hom,MFCU,Male,Cep250,C,2015-06-29,10,NA,30,-0.06666666666666667,-0.036666666666666715,-0.008333333333333335,7.5,1,1.5,10,FALSE
M02118753,Cep250:Hom,MFCU,Male,Cep250,C,2015-06-29,10,NA,29.7,-0.04713804713804709,-0.04040404040404038,-0.06060606060606033,2.5,0,0,10,FALSE
M02118990,Apol9b:Hom,MGXQ,Male,Apol9b,C,2015-06-29,9.9,NA,27.7,-0.24548736462093865,-0.11913357400722024,-0.09566787003610083,9.5,2,2.5,10,FALSE
M02119061,Apol9b:Hom,MGXQ,Male,Apol9b,C,2015-06-29,9.9,NA,33.9,-0.17109144542772853,-0.10324483775811209,-0.18436578171091403,10.75,2.25,3,10,FALSE
M02120131,Vwa3a(b):Hom,MUHQ,Male,Vwa3a,C,2015-07-06,10.7,NA,31.4,-0.0063694267515923345,0.02229299363057334,0.13853503184713403,7.25,0.75,1.5,10,FALSE
M02120132,Vwa3a(b):Hom,MUHQ,Male,Vwa3a,C,2015-07-06,10.7,NA,32.2,-0.015527950310559115,0.015527950310559004,0.10093167701863287,5.9,0.4,1.5,10,FALSE
M02120134,Vwa3a(b):Hom,MUHQ,Female,Vwa3a,C,2015-07-06,10.7,NA,27.1,-0.01845018450184502,0.01845018450184502,0.10147601476014734,6.4,0.4,2,10,FALSE
M02120135,Vwa3a(b):Hom,MUHQ,Female,Vwa3a,C,2015-07-06,10.7,NA,23.2,-0.04310344827586207,0.03448275862068969,0.12068965517241406,8.25,0.75,2.5,10,FALSE
M02121218,Wfikkn2(b):Hom,PMAN,Male,Wfikkn2,C,2015-06-29,10.1,NA,30,0,0.006666666666666643,0.06333333333333323,3,0,0,10,FALSE
M02121221,Wfikkn2(b):Hom,PMAN,Male,Wfikkn2,C,2015-06-29,10.1,NA,29.3,-0.030716723549488126,-0.006825938566552877,0.03412969283276432,5.5,0,0.5,10,FALSE
M02121223,Wfikkn2(b):Hom,PMAN,Female,Wfikkn2,C,2015-06-29,10.1,NA,24.9,-0.13654618473895577,-0.048192771084337324,-0.1967871485943771,9.95,1.9500000000000002,2.5,10,FALSE
M02121224,Wfikkn2(b):Hom,PMAN,Female,Wfikkn2,C,2015-06-29,10.1,NA,24.2,-0.12396694214876033,-0.05371900826446284,-0.022727272727272534,8.15,1.15,2.5,10,FALSE
M02121597,WT,CBSC,Male,,C,2015-06-29,10,NA,30.7,-0.11400651465798047,-0.07817589576547226,-0.1368078175895763,9.75,1.75,2.5,10,FALSE
M02121600,WT,CBSC,Female,,C,2015-06-22,9,NA,23.2,0.008620689655172384,0.04310344827586207,0.19396551724137945,4.2,0.2,1,10,FALSE
M02121601,WT,CBSC,Female,,C,2015-06-22,9,NA,24,-0.041666666666666664,-0.016666666666666607,-0.02499999999999991,4.05,0.05,0,10,FALSE
M02121611,WT,CBSC,Male,,C,2015-06-22,9,NA,26.7,0.0037453183520599785,0.02621722846441945,0.15168539325842706,4.2,0.2,0.5,10,FALSE
M02121612,WT,CBSC,Male,,C,2015-06-29,10,NA,26.3,-0.1863117870722434,-0.10646387832699622,-0.07604562737642606,6.35,0.85,1.5,10,FALSE
M02121613,WT,CBSC,Male,,C,2015-06-22,9,NA,25.9,-0.03088803088803078,0,0.027027027027027414,7.4,0.4,2,10,FALSE
M02121614,WT,CBSC,Female,,C,2015-06-29,10,NA,21.5,-0.07906976744186044,-0.023255813953488372,0.09534883720930218,8.55,1.55,2,10,FALSE
M02121615,WT,CBSC,Female,,C,2015-06-29,10,NA,19,-0.005263157894736917,0,0.22631578947368405,6.55,0.55,1.5,10,FALSE
M02124959,Nmrk1:Hom,MGEW,Male,Nmrk1,C,2015-07-06,9.9,NA,29.6,-0.05067567567567567,-0.023648648648648744,-0.028716216216216624,3,0,0,10,FALSE
M02124960,Nmrk1:Hom,MGEW,Male,Nmrk1,C,2015-07-06,9.9,NA,29.9,-0.043478260869565126,-0.013377926421404635,0.03678929765886328,6.550000000000001,0.55,1.5,10,FALSE
M02124962,Nmrk1:Hom,MGEW,Female,Nmrk1,C,2015-07-06,9.9,NA,19.4,-0.19072164948453607,-0.07216494845360819,0.09793814432989757,9.45,1.95,2.5,10,FALSE
M02124965,Nmrk1:Hom,MGEW,Female,Nmrk1,C,2015-07-06,9.9,NA,21.6,-0.09722222222222228,-0.07870370370370383,0.025462962962962493,8.95,0.95,2.5,10,FALSE
M02125453,Mrps21(e):Het,MEJD,Male,Mrps21,C,2015-07-06,9.7,NA,26.4,-0.03409090909090904,0.0075757575757576835,0.08712121212121256,8.3,1.3,2,10,FALSE
M02125454,Mrps21(e):Het,MEJD,Male,Mrps21,C,2015-07-06,9.7,NA,24.7,-0.01214574898785428,0.004048582995951474,0.0951417004048585,8.35,0.85,1.5,10,FALSE
M02125455,Mrps21(e):Het,MEJD,Female,Mrps21,C,2015-07-06,9.7,NA,20.1,-0.1094527363184081,-0.019900497512437915,0.10945273631840748,9.2,1.7,2.5,10,FALSE
M02125458,Mrps21(e):Het,MEJD,Female,Mrps21,C,2015-07-06,9.7,NA,21.6,-0.20370370370370378,-0.10185185185185197,-0.00925925925925955,9.55,2.05,2.5,9,TRUE
M02125543,2610034B18Rik(b):Hom,PMAS,Female,2610034B18Rik,C,2015-07-13,10.6,NA,22.1,-0.10407239819004527,-0.05429864253393678,-0.07239819004524942,10.4,2.4,2.5,10,FALSE
M02128996,Fam212b:Hom,MFUL,Female,Fam212b,C,2015-07-20,11,NA,19.9,-0.14070351758793956,-0.05527638190954764,0.042713567839196324,6.8,0.3,2,10,FALSE
M02128999,2610034B18Rik(b):Hom,PMAS,Male,2610034B18Rik,C,2015-07-13,10.3,NA,29.5,-0.10847457627118641,-0.05084745762711865,-0.07966101694915259,6.5,0.5,1,10,FALSE
M02129000,2610034B18Rik(b):Hom,PMAS,Male,2610034B18Rik,C,2015-07-13,10.3,NA,31.3,-0.07667731629392978,-0.05431309904153352,-0.17731629392971243,8.45,0.9500000000000001,2,10,FALSE
M02129001,2610034B18Rik(b):Hom,PMAS,Female,2610034B18Rik,C,2015-07-13,10.3,NA,23.4,-0.09401709401709399,-0.07264957264957263,-0.11324786324786296,9.3,1.8,2.5,10,FALSE
M02129531,Slc9a3r2:Hom,MGLT,Male,Slc9a3r2,C,2015-07-13,10.6,NA,24.8,-0.22580645161290328,-0.17741935483870977,-0.2661290322580648,9.25,1.25,2.5,8,TRUE
M02129535,Slc9a3r2:Hom,MGLT,Female,Slc9a3r2,C,2015-07-13,10.6,NA,21.4,-0.14953271028037382,-0.07009345794392524,-0.016355140186915626,10,2,2.5,10,FALSE
M02129554,Slc9a3r2:Hom,MGLT,Male,Slc9a3r2,C,2015-07-13,10.1,NA,28,-0.2285714285714285,-0.2285714285714285,-0.34642857142857125,11.45,2.45,3,7,TRUE
M02129561,Slc9a3r2:Hom,MGLT,Female,Slc9a3r2,C,2015-07-13,10.1,NA,21.9,-0.07305936073059352,-0.05022831050228301,0.011415525114155658,8.4,1.4000000000000001,2,10,FALSE
M02129666,WT,CBSC,Male,,C,2015-07-06,9.3,NA,27.1,-0.09594095940959414,-0.003690036900369056,0.08671586715867124,7.3,1.3,1.5,10,FALSE
M02129667,WT,CBSC,Male,,C,2015-07-06,9.3,NA,28.4,-0.05281690140845071,0.017605633802816902,0.12147887323943672,4.15,0.15,0,10,FALSE
M02129668,WT,CBSC,Male,,C,2015-07-13,10.3,NA,32.6,-0.05521472392638039,-0.0030674846625767306,0.02300613496932504,7,1,1.5,10,FALSE
M02129669,WT,CBSC,Male,,C,2015-07-13,10.3,NA,28.8,-0.02083333333333338,-0.0034722222222222715,-0.06076388888888901,5.7,0.2,1.5,10,FALSE
M02129670,WT,CBSC,Female,,C,2015-07-06,9.3,NA,20.6,-0.04368932038834961,0.009708737864077634,0.00970873786407703,5.4,0.4,1,10,FALSE
M02129671,WT,CBSC,Female,,C,2015-07-06,9.3,NA,20.9,-0.004784688995215209,0.019138755980861347,0.1291866028708138,5.85,0.35,1,10,FALSE
M02129673,WT,CBSC,Female,,C,2015-07-13,10.3,NA,23.5,0.00851063829787231,0.01702127659574462,0.11914893617021265,4.6,0.1,0.5,10,FALSE
M02129674,WT,CBSC,Female,,C,2015-07-13,10.3,NA,21.9,-0.01826484018264834,0.013698630136986335,0.038812785388128324,5.85,0.35,1,10,FALSE
M02131214,Kif13b(b):Hom,MUDK,Male,Kif13b,C,2015-07-06,10.1,NA,23.9,0,0.020920502092050212,0.1359832635983268,5.75,0.25,1.5,10,FALSE
M02131216,Kif13b(b):Hom,MUDK,Male,Kif13b,C,2015-07-06,10.1,NA,25.5,-0.0196078431372549,0,0.0431372549019607,2.55,0.05,0,10,FALSE
M02131218,Kif13b(b):Hom,MUDK,Female,Kif13b,C,2015-07-06,10.1,NA,20.6,-0.009708737864077808,0.03398058252427181,0.09951456310679571,7.300000000000001,0.3,2.5,10,FALSE
M02131219,Kif13b(b):Hom,MUDK,Female,Kif13b,C,2015-07-06,10.1,NA,21.3,-0.051643192488262976,-0.032863849765258184,-0.21830985915492992,6.1,0.1,1.5,10,FALSE
M02131878,Slc16a4:Hom,MELU,Male,Slc16a4,C,2015-07-13,10.3,NA,30.7,-0.07166123778501626,-0.042345276872964195,0.09283387622149858,7.2,0.7,2,10,FALSE
M02131879,Slc16a4:Hom,MELU,Male,Slc16a4,C,2015-07-13,10.3,NA,31.2,-0.025641025641025664,0.01282051282051289,-0.022435897435897356,4.7,0.2,0.5,10,FALSE
M02131882,Slc16a4:Hom,MELU,Female,Slc16a4,C,2015-07-13,10.3,NA,20.6,-0.1699029126213592,-0.11165048543689324,-0.2402912621359229,8.7,1.2,2.5,10,FALSE
M02131884,Slc16a4:Hom,MELU,Female,Slc16a4,C,2015-07-13,10.3,NA,20.2,-0.059405940594059375,-0.029702970297029598,-0.00495049504950458,9.2,1.7000000000000002,2.5,10,FALSE
M02132017,Gm13119(b) :Hom,MUGU,Male,Gm13119,C,2015-07-20,11,NA,29.8,0.0033557046979865056,0.02684563758389264,0.12080536912751666,5.15,0.15,1,10,FALSE
M02132018,Gm13119(b) :Hom,MUGU,Male,Gm13119,C,2015-07-20,11,NA,30.8,-0.019480519480519525,-0.0064935064935064705,0.009740259740259705,4.05,0.05,1,10,FALSE
M02132022,Gm13119(b) :Hom,MUGU,Female,Gm13119,C,2015-07-20,11,NA,19.8,-0.07070707070707082,-0.005050505050505122,0.04292929292929282,6.05,0.55,1,10,FALSE
M02132023,Gm13119(b) :Hom,MUGU,Female,Gm13119,C,2015-07-20,11,NA,23.1,-0.10822510822510822,-0.06926406926406932,-0.060606060606061,5.75,0.25,1.5,10,FALSE
M02132949,WT,CBSC,Male,,C,2015-07-20,10.3,NA,31,-0.18064516129032263,-0.0741935483870968,-0.1177419354838711,9.9,1.9,2.5,10,FALSE
M02132950,WT,CBSC,Male,,C,2015-07-20,10.3,NA,28.4,-0.16197183098591542,-0.04577464788732385,-0.04401408450704188,10.8,2.3,3,10,FALSE
M02133084,Klrb1a:Hom,MHAC,Male,Klrb1a,C,2015-07-27,10.4,NA,26.8,-0.05970149253731349,-0.0037313432835821424,0.06529850746268628,6,0.5,1.5,10,FALSE
M02133624,Brd(tm1):Hom,MOAS,Male,ENSMUSG00000065436,C,2015-07-13,10.1,NA,33.1,-0.054380664652567995,-0.006042296072507639,0.07250755287009038,7.25,0.75,2,10,FALSE
M02133625,Brd(tm1):Hom,MOAS,Male,ENSMUSG00000065436,C,2015-07-13,10.1,NA,32.4,-0.03395061728395055,-0.003086419753086464,-0.013888888888888649,6.9,0.9,1.5,10,FALSE
M02133628,Brd(tm1):Hom,MOAS,Female,ENSMUSG00000065436,C,2015-07-13,10.1,NA,26.4,-0.15909090909090906,-0.08333333333333331,-0.2196969696969694,8,1.5,1.5,10,FALSE
M02133629,Brd(tm1):Hom,MOAS,Female,ENSMUSG00000065436,C,2015-07-13,10.1,NA,27.8,-0.07553956834532378,-0.03237410071942454,-0.12050359712230227,3.15,0.15,0.5,10,FALSE
M02134560,Fam212b:Hom,MFUL,Male,Fam212b,C,2015-07-20,10.7,NA,32.1,-0.05919003115264804,-0.02803738317757016,-0.1137071651090345,3.15,0.15,0.5,10,FALSE
M02134561,Fam212b:Hom,MFUL,Male,Fam212b,C,2015-07-20,10.7,NA,31.2,-0.060897435897435855,-0.0064102564102563875,-0.022435897435897127,5.5,0,1,10,FALSE
M02134562,Fam212b:Hom,MFUL,Female,Fam212b,C,2015-07-20,10.7,NA,23.6,-0.08898305084745768,-0.05084745762711876,-0.02966101694915281,7.2,0.7,2,10,FALSE
M02138410,WT,CBSC,Female,,C,2015-07-20,9.7,NA,23.9,-0.050209205020920473,-0.020920502092050212,-0.06485355648535525,4.5,0,0.5,10,FALSE
M02138411,WT,CBSC,Female,,C,2015-07-20,9.7,NA,23.5,-0.06382978723404255,-0.06382978723404255,-0.227659574468085,4.65,0.15,1,10,FALSE
M02138424,Duoxa2(b):Hom,MUHN,Male,Duoxa2,C,2015-07-20,10.1,NA,13.7,-0.03649635036496351,0,0.15328467153284708,3,0,0,10,FALSE
M02138425,Duoxa2(b):Hom,MUHN,Female,Duoxa2,C,2015-07-20,10.1,NA,13.8,-0.05072463768115949,0.007246376811594177,0.03260869565217367,1,0,0,10,FALSE
M02138426,Duoxa2(b):Hom,MUHN,Female,Duoxa2,C,2015-07-20,10.1,NA,15.3,-0.04575163398692817,0,0.07189542483660105,3.05,0.05,0,10,FALSE
M02139453,Arrdc5(b):Hom,PMBD,Male,Arrdc5,C,2015-07-27,10.6,NA,26.5,-0.041509433962264204,0.007547169811320728,0.06792452830188675,7.35,0.8500000000000001,2,10,FALSE
M02139456,Arrdc5(b):Hom,PMBD,Male,Arrdc5,C,2015-07-27,10.6,NA,25.5,-0.015686274509803866,-0.007843137254901933,0.04313725490196091,2.15,0.15,0.5,10,FALSE
M02139457,Arrdc5(b):Hom,PMBD,Female,Arrdc5,C,2015-07-27,10.6,NA,19.5,-0.0615384615384615,-0.02051282051282044,0.18461538461538451,6.35,0.35,1.5,10,FALSE
M02139462,Arrdc5(b):Hom,PMBD,Female,Arrdc5,C,2015-07-27,10.6,NA,23.1,-0.12121212121212123,-0.04761904761904768,-0.045454545454545796,7.25,0.75,2.5,10,FALSE
M02139793,Duoxa2(b):Hom,MUHN,Male,Duoxa2,C,2015-07-20,9.4,NA,13,-0.06153846153846159,0.01538461538461533,0.2769230769230769,1.05,0.05,0,10,FALSE
M02140053,Zfp658(b):Hom,PMAT,Male,Zfp658,C,2015-07-20,9.6,NA,28.1,-0.16370106761565842,-0.07117437722419928,-0.15302491103202873,9.5,2,2.5,10,FALSE
M02140054,Zfp658(b):Hom,PMAT,Male,Zfp658,C,2015-07-20,9.6,NA,28.1,-0.13523131672597866,-0.07829181494661931,-0.14234875444839895,9.9,1.9,2.5,10,FALSE
M02140058,Zfp658(b):Hom,PMAT,Female,Zfp658,C,2015-07-20,9.6,NA,23.5,-0.055319148936170244,-0.05106382978723401,-0.008510638297872537,7.45,0.45,2,10,FALSE
M02140059,Zfp658(b):Hom,PMAT,Female,Zfp658,C,2015-07-20,9.6,NA,24.7,-0.05668016194331978,-0.04858299595141698,-0.18623481781376489,8.3,0.8,2.5,10,FALSE
M02140125,Klrb1a:Hom,MHAC,Male,Klrb1a,C,2015-07-27,10.4,NA,23.8,-0.04201680672268907,0.004201680672268818,0.056722689075630085,6.65,0.65,1.5,10,FALSE
M02141926,Klrb1a:Hom,MHAC,Female,Klrb1a,C,2015-07-27,10,NA,25.8,-0.10077519379844967,-0.08139534883720935,-0.3081395348837211,6.1,0.6000000000000001,1.5,10,FALSE
M02141929,Klrb1a:Hom,MHAC,Female,Klrb1a,C,2015-07-27,10,NA,21.1,-0.06635071090047404,-0.028436018957346036,-0.018957345971564416,9.3,1.7999999999999998,2.5,10,FALSE
M02142820,Pgap2(b):Het,PMAY,Female,Pgap2,C,2015-08-03,10.9,NA,22.4,-0.16964285714285704,-0.06249999999999994,-0.09374999999999975,9.2,1.7,2.5,10,FALSE
M02142821,Pgap2(b):Het,PMAY,Female,Pgap2,C,2015-08-03,10.9,NA,23.8,-0.025210084033613505,-0.004201680672268967,0.07352941176470573,6.85,0.35,2,10,FALSE
M02142823,Pgap2(b):Het,PMAY,Male,Pgap2,C,2015-08-03,11.3,NA,27.1,-0.2029520295202952,-0.08118081180811818,-0.040590405904059476,11.5,2.5,3,10,FALSE
M02142825,Pgap2(b):Het,PMAY,Male,Pgap2,C,2015-08-03,11.3,NA,27.1,-0.16236162361623624,-0.16236162361623624,-0.22878228782287865,10.85,2.35,3,7,TRUE
M02142960,Fryl(b):Het,MMAV,Male,Fryl,C,2015-07-27,10.6,NA,31.5,-0.14285714285714285,-0.10476190476190478,-0.16031746031746028,8.6,1.6,2,10,FALSE
M02142961,Fryl(b):Het,MMAV,Male,Fryl,C,2015-07-27,10.6,NA,28,-0.12857142857142861,-0.060714285714285686,-0.02678571428571422,9.65,2.15,2.5,10,FALSE
M02143011,Fryl(b):Het,MMAV,Female,Fryl,C,2015-07-27,10.3,NA,22.6,-0.09734513274336296,-0.030973451327433753,-0.00663716814159317,9.15,1.65,2.5,10,FALSE
M02143012,Fryl(b):Het,MMAV,Female,Fryl,C,2015-07-27,10.3,NA,21.3,-0.07981220657276991,-0.05633802816901405,-0.08450704225352107,8.25,1.25,2,10,FALSE
M02143832,Nek3(b):Hom,PMBT,Male,Nek3,C,2015-07-27,10.4,NA,28.8,-0.24305555555555555,-0.13194444444444448,-0.1736111111111112,10.899999999999999,1.9,3,9,TRUE
M02143833,Nek3(b):Hom,PMBT,Male,Nek3,C,2015-07-27,10.4,NA,28.4,-0.1549295774647887,-0.06338028169014075,-0.0457746478873236,6.800000000000001,0.8,1.5,10,FALSE
M02143837,Nek3(b):Hom,PMBT,Female,Nek3,C,2015-07-27,10.4,NA,24.7,-0.11740890688259104,-0.09311740890688262,-0.3137651821862347,5.35,0.35,1,10,FALSE
M02143838,Nek3(b):Hom,PMBT,Female,Nek3,C,2015-07-27,10.4,NA,21.4,-0.07943925233644857,-0.06542056074766349,-0.2242990654205603,8.7,1.2,2.5,10,FALSE
M02145148,Tmem18(b):Hom,PMBA,Male,Tmem18,C,2015-08-03,10.7,NA,29.4,-0.11904761904761905,-0.034013605442176874,0.023809523809524148,11.15,2.15,3,10,FALSE
M02145150,Tmem18(b):Hom,PMBA,Male,Tmem18,C,2015-08-03,10.7,NA,27.7,-0.18772563176895304,-0.06498194945848378,0.025270758122743854,10.2,2.2,2.5,10,FALSE
M02145153,Tmem18(b):Hom,PMBA,Female,Tmem18,C,2015-08-03,10.7,NA,25.6,-0.02734375000000011,0.0039062499999999167,0.009765624999999792,3.6999999999999997,0.2,1,10,FALSE
M02145154,Tmem18(b):Hom,PMBA,Female,Tmem18,C,2015-08-03,10.7,NA,22.5,-0.16888888888888892,-0.12444444444444448,-0.11111111111111104,8.2,1.2,2,8,TRUE
M02146391,WT,CBSC,Male,,C,2015-07-27,10.1,NA,30.7,-0.016286644951140065,-0.016286644951140065,0.0016286644951140298,3.15,0.15,0.5,10,FALSE
M02146392,WT,CBSC,Male,,C,2015-08-03,11.1,NA,33,-0.048484848484848526,-0.018181818181818226,-0.02424242424242448,5.55,0.55,1,10,FALSE
M02146393,WT,CBSC,Male,,C,2015-08-03,11.1,NA,29.7,-0.07744107744107746,-0.057239057239057214,-0.16666666666666635,5.3,0.3,1,10,FALSE
